sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
illumination,2,160.3002,5.5834,154.7167,9.5300,0.4378,0.0361
weight,2,132.2516,6.3233,125.9283,9.5353,0.4325,0.0502
