i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.6800,0.6611,0.4765,39.7952
0,2,illumination,weight,N,0.6731,0.6634,2.1504,19.3263
0,3,illumination,illumination,Y,0.6802,0.6812,0.6008,4.7267
1,2,weight,weight,Y,0.7240,0.7052,2.6269,20.4689
1,3,weight,illumination,N,0.5085,0.4922,1.0773,35.0686
2,3,weight,illumination,N,0.5387,0.5373,1.5496,14.5996
