i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,device,animal,N,0.6313,0.6178,1.5390,5.0691
0,2,device,device,Y,0.6855,0.6763,3.4228,57.0749
0,3,device,animal,N,0.5543,0.5423,1.3136,11.1683
1,2,animal,device,N,0.4992,0.4808,1.8838,52.0058
1,3,animal,animal,Y,0.7753,0.7630,2.8526,16.2374
2,3,device,animal,N,0.4853,0.4802,4.7364,68.2432
