li,hi,lj,hj,cosine,wavelet,energy_profile,pearson,emd
0,0,0,0,1.0000,1.0000,1.0000,1.0000,0.0000
0,0,0,1,0.4475,0.5761,0.7942,0.0466,0.0285
0,0,0,2,0.3186,0.5556,0.7901,0.1023,0.0914
0,0,0,3,0.3760,0.5072,0.9545,0.0722,0.0633
0,0,0,4,0.6369,0.7756,0.9862,0.3030,0.0181
0,0,0,5,0.6047,0.6591,0.8770,0.3360,0.0322
0,0,0,6,0.6372,0.7721,0.9395,0.2448,0.0190
0,0,0,7,0.7165,0.7540,0.8418,0.6151,0.0408
0,0,0,8,0.4679,0.5909,0.9862,0.0808,0.0397
0,0,0,9,0.6135,0.6531,0.9380,0.4855,0.0536
0,0,0,10,0.3632,0.5313,0.7614,0.1315,0.0775
0,0,0,11,0.6603,0.7167,0.9821,0.4073,0.0277
0,0,1,0,0.2488,0.4903,0.7264,0.0420,0.1088
0,0,1,1,0.5759,0.6820,0.9469,0.3704,0.0549
0,0,1,2,0.6557,0.7285,0.9969,0.4613,0.0448
0,0,1,3,0.6045,0.7452,0.9993,0.2815,0.0236
0,0,1,4,0.6073,0.6948,0.9785,0.4303,0.0437
0,0,1,5,0.6093,0.7310,0.9930,0.3354,0.0345
0,0,1,6,0.3403,0.5015,0.8646,0.0325,0.0578
0,0,1,7,0.6545,0.7336,0.9989,0.3552,0.0182
0,0,1,8,0.5481,0.6942,0.9351,0.3337,0.0410
0,0,1,9,0.2551,0.4861,0.7228,0.0478,0.1069
0,0,1,10,0.5769,0.6485,0.9518,0.3422,0.0388
0,0,1,11,0.5697,0.6872,0.9782,0.2928,0.0391
0,0,2,0,0.4034,0.4860,0.9603,0.1179,0.0593
0,0,2,1,0.5388,0.7170,0.9927,-0.0061,0.0119
0,0,2,2,0.4660,0.5717,0.9926,0.1409,0.0405
0,0,2,3,0.3063,0.4073,0.9738,0.0883,0.0911
0,0,2,4,0.4916,0.6016,0.9912,0.1668,0.0354
0,0,2,5,0.3993,0.5228,0.9111,0.1804,0.0684
0,0,2,6,0.4237,0.4935,0.9861,0.1906,0.0629
0,0,2,7,0.3333,0.4851,0.9541,0.0776,0.0811
0,0,2,8,0.3945,0.4695,0.9786,0.1152,0.0566
0,0,2,9,0.5019,0.5570,0.9962,0.2316,0.0455
0,0,2,10,0.4805,0.5989,0.9751,0.1939,0.0454
0,0,2,11,0.3999,0.5075,0.8939,0.1555,0.0713
0,0,3,0,0.4128,0.5083,0.9923,0.1437,0.0563
0,0,3,1,0.3413,0.4444,0.9549,0.0701,0.0684
0,0,3,2,0.3465,0.4489,0.9384,0.1164,0.0812
0,0,3,3,0.3272,0.4173,0.9770,0.1073,0.0896
0,0,3,4,0.3186,0.5134,0.9162,0.0626,0.0808
0,0,3,5,0.5025,0.5651,0.9727,0.1549,0.0323
0,0,3,6,0.2840,0.3649,0.9777,0.0766,0.1020
0,0,3,7,0.2951,0.3886,0.9843,0.0810,0.0966
0,0,3,8,0.4355,0.5087,0.9999,0.1417,0.0492
0,0,3,9,0.4165,0.4993,0.9839,0.1795,0.0648
0,0,3,10,0.3259,0.4596,0.8815,0.0648,0.0784
0,0,3,11,0.3214,0.4225,0.9817,0.0855,0.0852
0,0,4,0,0.3445,0.4141,0.9694,0.0814,0.0740
0,0,4,1,0.3601,0.4396,0.9697,0.1089,0.0746
0,0,4,2,0.5154,0.6207,0.9973,0.1597,0.0336
0,0,4,3,0.3696,0.4684,0.9888,0.0996,0.0682
0,0,4,4,0.3162,0.3963,0.9796,0.0634,0.0849
0,0,4,5,0.5042,0.5759,0.9293,0.0850,0.0249
0,0,4,6,0.3242,0.4152,0.9874,0.1069,0.0898
0,0,4,7,0.3630,0.4313,0.9717,0.1147,0.0699
0,0,4,8,0.4584,0.5400,0.9717,0.0546,0.0364
0,0,4,9,0.2946,0.3906,0.9799,0.0665,0.0948
0,0,4,10,0.4819,0.5559,0.9933,0.0704,0.0309
0,0,4,11,0.4477,0.5317,0.9998,0.0529,0.0387
0,0,5,0,0.3220,0.4415,0.9717,-0.0133,0.0698
0,0,5,1,0.3890,0.5078,0.9814,-0.0159,0.0468
0,0,5,2,0.4855,0.5622,0.9977,0.0329,0.0323
0,0,5,3,0.3838,0.4791,0.9805,-0.0037,0.0499
0,0,5,4,0.2950,0.4348,0.9170,-0.0367,0.0702
0,0,5,5,0.4085,0.4953,0.9962,-0.0179,0.0445
0,0,5,6,0.4302,0.5095,0.9996,-0.0002,0.0448
0,0,5,7,0.3563,0.4620,0.9559,0.0099,0.0589
0,0,5,8,0.4837,0.5436,0.9923,0.0662,0.0361
0,0,5,9,0.4924,0.5849,0.9983,-0.0237,0.0243
0,0,5,10,0.3932,0.4926,0.9720,-0.0074,0.0455
0,0,5,11,0.3377,0.4494,0.9482,-0.0032,0.0619
0,1,0,0,0.4475,0.5761,0.7942,0.0466,0.0285
0,1,0,1,1.0000,1.0000,1.0000,1.0000,0.0000
0,1,0,2,0.2636,0.6052,1.0000,0.1137,0.0638
