anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
crane,coif2,bird,2,0.10,1.0000,60.959,0.1923,1.000
crane,coif2,bird,2,0.20,1.0000,52.249,0.5248,1.000
crane,coif2,bird,2,0.30,1.0000,46.368,1.0345,1.000
crane,coif2,bird,2,0.40,1.0000,41.926,1.7191,1.000
crane,coif2,bird,2,0.50,0.9999,38.802,2.4638,1.000
crane,coif2,machine,2,0.10,1.0000,61.101,0.2076,1.000
crane,coif2,machine,2,0.20,1.0000,51.657,0.6156,1.000
crane,coif2,machine,2,0.30,1.0000,46.418,1.1246,1.000
crane,coif2,machine,2,0.40,1.0000,42.622,1.7414,1.000
crane,coif2,machine,2,0.50,0.9999,39.384,2.5274,1.000
