sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
illumination,2,160.3002,10.1091,139.4407,9.5611,0.4252,0.0725
weight,2,132.2516,10.6728,113.4777,9.5342,0.4353,0.0935
