i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.6800,0.6611,1.1410,38.0089
0,2,illumination,weight,N,0.6731,0.6634,2.0606,17.8078
0,3,illumination,illumination,Y,0.6802,0.6812,0.2077,3.8906
1,2,weight,weight,Y,0.7240,0.7052,3.2016,20.2011
1,3,weight,illumination,N,0.5085,0.4922,0.9333,34.1183
2,3,weight,illumination,N,0.5387,0.5373,2.2683,13.9172
