layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,11.11274,5.78128,5.33146,1.4756,6.6528,0.0000,0.6969,0.02843,0.4714
1,12,8.46618,4.40453,4.06164,1.1911,6.5433,0.0000,0.7162,0.02325,0.4714
2,12,8.37863,4.30822,4.07040,1.2495,6.6270,0.0000,0.6971,0.02608,0.4930
3,12,9.87862,4.23580,5.64282,0.8906,6.5139,0.0000,0.7125,0.02435,0.4714
4,12,11.60568,4.69911,6.90657,0.7640,6.4380,0.0000,0.7236,0.02710,0.3727
5,12,11.41254,4.51345,6.89909,0.7552,6.2206,0.0000,0.7614,0.01656,0.4330
6,12,11.25769,4.53098,6.72671,0.7517,6.0862,0.0000,0.7824,0.01363,0.3727
7,12,12.63508,4.66323,7.97185,0.6079,5.9393,0.0000,0.7998,0.01241,0.0000
8,12,11.38122,4.44443,6.93679,0.6814,6.1101,0.0000,0.7767,0.01626,0.2764
9,12,12.88126,4.97981,7.90145,0.6762,5.9008,0.0000,0.8078,0.01122,0.3727
10,12,12.59774,4.69034,7.90740,0.6086,6.0758,0.0000,0.7849,0.01218,0.0000
11,12,11.64006,4.81396,6.82610,0.8893,6.1482,0.0000,0.7693,0.01610,0.4330
