layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,10.59941,5.34000,5.25941,1.4407,6.6672,0.0000,0.6941,0.02877,0.4714
1,12,8.11092,4.31716,3.79375,1.1951,6.5549,0.0000,0.7153,0.02167,0.4330
2,12,9.23655,4.36570,4.87085,1.0147,6.5988,0.0000,0.7008,0.03033,0.4930
3,12,10.51402,4.33994,6.17408,0.7756,6.5390,0.0000,0.7064,0.03333,0.4330
4,12,12.11093,4.77227,7.33866,0.6999,6.4100,0.0000,0.7276,0.03143,0.2764
5,12,11.62925,4.45079,7.17846,0.6951,6.0885,0.0000,0.7828,0.01423,0.2764
6,12,11.20046,4.43932,6.76114,0.7324,6.1093,0.0000,0.7785,0.01487,0.3727
7,12,12.59189,4.64937,7.94251,0.6123,5.8908,0.0000,0.8092,0.00901,0.0000
8,12,11.13409,4.39884,6.73525,0.6820,6.0828,0.0000,0.7825,0.01461,0.0000
9,12,12.74323,4.86948,7.87375,0.6539,5.8375,0.0000,0.8164,0.00877,0.0000
10,12,12.46592,4.80893,7.65699,0.6446,5.9012,0.0000,0.8090,0.00874,0.0000
11,12,10.81059,4.68636,6.12422,0.9688,6.0902,0.0000,0.7753,0.01596,0.4714
