i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.6254,0.6001,0.5733,15.7552
0,2,stone,stone,Y,0.8832,0.8739,1.2749,5.2891
0,3,stone,genre,N,0.6341,0.6078,2.9540,4.8234
1,2,genre,stone,N,0.6293,0.6090,0.7016,10.4661
1,3,genre,genre,Y,0.8170,0.8075,2.3807,10.9318
2,3,stone,genre,N,0.6050,0.5726,1.6791,0.4657
