layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,5.51911,2.69145,2.82766,1.4445,7.1607,0.0000,0.5704,0.07115,0.4930
1,12,6.62650,3.18362,3.44288,1.2603,6.9738,0.0000,0.6240,0.04966,0.4714
2,12,6.56928,3.37126,3.19802,1.1309,6.8318,0.0000,0.6526,0.04180,0.4714
3,12,8.72074,4.48066,4.24008,1.1207,6.5332,0.0000,0.7133,0.03089,0.4930
4,12,7.47314,3.95259,3.52055,1.1750,6.6041,0.0000,0.6904,0.04010,0.3727
5,12,7.15576,4.30945,2.84631,1.6237,6.9305,0.0000,0.6414,0.04556,0.0000
