anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
rock,db4,genre,2,0.10,0.9998,33.888,0.2168,1.000
rock,db4,genre,2,0.20,0.9984,24.893,0.6092,1.000
rock,db4,genre,2,0.30,0.9944,19.528,1.1304,1.000
rock,db4,genre,2,0.40,0.9862,15.630,1.7704,1.000
rock,db4,genre,2,0.50,0.9723,12.630,2.5002,1.000
rock,db4,stone,2,0.10,0.9998,33.585,0.2195,1.000
rock,db4,stone,2,0.20,0.9984,24.824,0.6018,1.000
rock,db4,stone,2,0.30,0.9946,19.711,1.0841,1.000
rock,db4,stone,2,0.40,0.9869,15.843,1.6923,1.000
rock,db4,stone,2,0.50,0.9729,12.720,2.4243,1.000
