anchor,wavelet,n,n_senses,inter_cos,cross_cos,delta_cos,inter_wav,cross_wav,delta_wav,inter_dLow,cross_dLow,inter_dHigh,cross_dHigh
plant,coif2,5,2,0.6526,0.5945,0.0582,0.6460,0.5855,0.0605,7.6525,8.4445,15.8846,10.5898
