i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.9977,0.9974,154.6598,391.1980
0,2,stone,stone,Y,0.9988,0.9987,501.5993,3058.6979
0,3,stone,genre,N,0.9966,0.9963,689.8235,5871.8783
1,2,genre,stone,N,0.9977,0.9973,346.9395,3449.8959
1,3,genre,genre,Y,0.9968,0.9966,844.4834,5480.6802
2,3,stone,genre,N,0.9977,0.9971,1191.4228,8930.5762
