i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.9987,0.9985,242.3207,4474.7004
0,2,illumination,weight,N,0.9981,0.9980,607.9866,12083.9899
0,3,illumination,illumination,Y,0.9961,0.9940,51.3064,1008.3710
1,2,weight,weight,Y,0.9971,0.9971,365.6659,7609.2895
1,3,weight,illumination,N,0.9940,0.9913,191.0143,3466.3294
2,3,weight,illumination,N,0.9950,0.9924,556.6802,11075.6189
