sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
genre,2,272.9570,11.3834,261.5736,9.5609,0.4254,0.0430
stone,2,265.5967,7.4663,258.1304,9.5927,0.4100,0.0290
