i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.9987,0.9985,710.5996,4298.7722
0,2,illumination,weight,N,0.9981,0.9980,1793.6277,11684.6969
0,3,illumination,illumination,Y,0.9961,0.9940,29.8838,1073.2995
1,2,weight,weight,Y,0.9971,0.9971,1083.0280,7385.9247
1,3,weight,illumination,N,0.9940,0.9913,680.7159,3225.4728
2,3,weight,illumination,N,0.9950,0.9924,1763.7439,10611.3974
