layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.43528,2.74903,1.68624,2.3416,7.2418,0.0000,0.5468,0.06441,0.2764
1,12,5.99792,3.75774,2.24017,2.1275,7.0115,0.0000,0.6029,0.05430,0.3727
2,12,7.62533,4.14164,3.48368,1.7475,7.0058,0.0000,0.6118,0.05537,0.3727
3,12,5.52791,3.42322,2.10468,2.1760,7.1056,0.0000,0.5837,0.05764,0.3727
4,12,6.93488,4.52585,2.40902,1.9336,6.9017,0.0000,0.6293,0.05090,0.0000
5,12,8.73061,5.76969,2.96092,2.0345,6.6432,0.0000,0.6871,0.03675,0.0000
6,12,8.71750,5.54128,3.17622,1.8142,6.7328,0.0000,0.6767,0.04060,0.0000
7,12,9.07489,6.02056,3.05433,2.0967,6.6116,0.0000,0.6935,0.03574,0.0000
8,12,8.39004,5.85600,2.53404,2.5956,6.5540,0.0000,0.6952,0.03487,0.0000
9,12,7.52800,5.34445,2.18355,2.5869,6.5844,0.0000,0.6913,0.03217,0.0000
10,12,11.74825,6.38051,5.36774,1.4911,6.7141,0.0000,0.6831,0.04017,0.3727
11,12,8.99507,6.78092,2.21415,3.2292,6.4547,0.0000,0.7262,0.02348,0.0000
