i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,device,animal,N,0.7749,0.7510,2.7811,6.2746
0,2,device,device,Y,0.8564,0.8433,1.1817,14.3601
0,3,device,animal,N,0.7274,0.6993,0.9250,15.2866
1,2,animal,device,N,0.7358,0.7096,3.9628,8.0855
1,3,animal,animal,Y,0.8838,0.8761,1.8561,9.0121
2,3,device,animal,N,0.7380,0.7086,2.1067,0.9266
