layer,head,wavelet_kmeans,wavelet_agglo,wavelet_spectral,raw_kmeans
0,0,4,5,4,3
0,1,2,3,4,3
0,2,5,1,3,5
0,3,3,4,1,3
0,4,2,3,4,3
0,5,2,3,4,3
0,6,4,5,4,3
0,7,2,3,4,3
0,8,1,2,1,0
0,9,1,2,0,3
0,10,5,1,3,4
0,11,1,2,0,3
1,0,5,1,3,4
1,1,1,2,0,2
1,2,1,2,0,3
1,3,1,2,0,3
1,4,1,2,0,3
1,5,1,2,0,3
1,6,2,3,4,3
1,7,1,2,0,3
1,8,2,3,4,3
1,9,5,1,3,4
1,10,2,3,4,2
1,11,1,2,0,3
2,0,1,2,1,2
2,1,2,3,4,3
2,2,1,2,0,3
2,3,0,0,5,1
2,4,1,2,0,3
2,5,5,1,3,3
2,6,3,4,1,0
2,7,3,4,3,2
2,8,3,4,1,1
2,9,1,2,0,3
2,10,1,2,0,0
2,11,5,1,3,3
3,0,3,4,1,0
3,1,3,4,1,1
3,2,3,4,1,3
3,3,0,0,5,0
3,4,5,1,3,2
3,5,1,2,0,3
3,6,0,0,5,1
3,7,0,0,5,1
3,8,3,2,1,3
3,9,3,4,1,2
3,10,5,1,3,3
3,11,3,4,5,1
4,0,3,4,5,1
4,1,3,4,1,1
4,2,1,2,0,0
4,3,3,4,1,0
4,4,0,0,5,1
4,5,2,3,4,3
4,6,0,0,5,1
4,7,3,4,1,0
4,8,1,2,0,3
4,9,0,0,5,1
4,10,1,2,0,3
4,11,1,2,1,3
5,0,0,0,2,3
5,1,3,4,2,3
5,2,3,2,1,3
5,3,3,4,2,3
5,4,0,0,2,3
5,5,3,4,2,3
5,6,3,4,2,3
5,7,0,0,2,3
5,8,3,2,1,3
5,9,1,2,1,3
5,10,3,4,2,3
5,11,0,0,2,3
