i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,illumination,weight,N,0.9987,0.9985,410.1535,4240.7281
0,2,illumination,weight,N,0.9981,0.9980,1095.9577,11439.2261
0,3,illumination,illumination,Y,0.9961,0.9940,24.0554,1030.2217
1,2,weight,weight,Y,0.9971,0.9971,685.8042,7198.4980
1,3,weight,illumination,N,0.9940,0.9913,386.0982,3210.5064
2,3,weight,illumination,N,0.9950,0.9924,1071.9023,10409.0043
