sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
correspond,2,288.9316,16.6739,255.4315,9.5666,0.4240,0.0648
firestick,1,343.8248,20.7618,293.0780,9.5989,0.4100,0.0708
game,2,257.0428,15.6973,223.9149,9.5638,0.4254,0.0716
