i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,machine,bird,N,0.7245,0.7099,1.6433,51.7686
0,2,machine,machine,Y,0.8391,0.8315,2.1323,7.3763
0,3,machine,bird,N,0.6888,0.6793,2.0090,42.3187
1,2,bird,machine,N,0.7044,0.6817,0.4890,59.1449
1,3,bird,bird,Y,0.8490,0.8433,0.3657,9.4500
2,3,machine,bird,N,0.6724,0.6499,0.1233,49.6950
