sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
factory,3,265.2804,10.5839,254.6964,9.5583,0.4268,0.0414
organism,2,274.8452,8.7639,266.0812,9.5433,0.4342,0.0330
