anchor,wavelet,n,n_senses,inter_cos,cross_cos,delta_cos,inter_wav,cross_wav,delta_wav,inter_dLow,cross_dLow,inter_dHigh,cross_dHigh
plant,db4,5,2,0.5687,0.4535,0.1152,0.5643,0.4538,0.1105,5.9820,5.8139,3.4479,18.5202
