layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,5.51911,4.89294,0.62617,16.0969,6.8472,1.2882,0.6372,0.05349,1.4907
1,12,6.62650,5.89084,0.73566,8.3590,6.6110,1.3769,0.6928,0.03483,1.1055
2,12,6.56928,5.63837,0.93091,7.1888,6.4862,1.4846,0.7145,0.03224,1.1055
3,12,8.72074,7.27872,1.44202,5.5487,6.0928,1.5633,0.7809,0.01621,0.0000
4,12,7.47314,6.29487,1.17827,5.9414,6.1198,1.5635,0.7632,0.02852,0.0000
5,12,7.15575,5.24715,1.90860,3.0396,6.4345,1.4938,0.7261,0.03649,1.4907
