sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
correspond,2,137.4721,9.4675,119.9503,9.5342,0.4351,0.0788
firestick,1,146.2640,8.8162,126.0545,9.5452,0.4311,0.0699
game,2,197.9488,14.9024,170.4945,9.5719,0.4208,0.0855
