i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,writing,enclosure,N,0.3642,0.3703,2.4060,103.9209
0,2,writing,writing,Y,0.6137,0.6227,8.0547,143.7199
0,3,writing,enclosure,N,0.2752,0.2807,0.5913,33.9973
1,2,enclosure,writing,N,0.4312,0.4039,5.6487,39.7989
1,3,enclosure,enclosure,Y,0.7483,0.7429,1.8147,69.9237
2,3,writing,enclosure,N,0.4041,0.3761,7.4634,109.7226
