sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
correspond,2,50407.8955,2448.9761,45109.2757,7.2655,0.8419,0.0543
firestick,1,51918.3458,2544.8950,46460.3998,7.1833,0.8457,0.0548
game,2,61238.7004,2963.4313,54792.3945,7.2076,0.8496,0.0541
