sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
enclosure,2,57975.8474,1813.1521,56162.6954,6.5016,0.8678,0.0323
writing,2,66587.0029,2098.2274,64488.7755,6.6626,0.8613,0.0325
