anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
bank,db4,money,3,0.10,0.9998,34.045,0.2987,1.000
bank,db4,money,3,0.20,0.9983,24.628,0.8862,1.000
bank,db4,money,3,0.30,0.9938,19.111,1.6674,1.000
bank,db4,money,3,0.40,0.9852,15.333,2.5761,1.000
bank,db4,money,3,0.50,0.9683,12.046,3.7584,1.000
bank,db4,river,3,0.10,0.9998,33.456,0.3192,1.000
bank,db4,river,3,0.20,0.9979,23.890,0.9615,0.667
bank,db4,river,3,0.30,0.9931,18.714,1.7442,0.667
bank,db4,river,3,0.40,0.9831,14.814,2.7263,0.667
bank,db4,river,3,0.50,0.9670,11.914,3.7991,0.667
