i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,writing,enclosure,N,0.9958,0.9947,199.4155,1614.7412
0,2,writing,writing,Y,0.9925,0.9918,251.6263,1254.9202
0,3,writing,enclosure,N,0.9926,0.9912,1454.1998,14393.0431
1,2,enclosure,writing,N,0.9952,0.9953,52.2109,359.8210
1,3,enclosure,enclosure,Y,0.9969,0.9969,1254.7843,12778.3019
2,3,writing,enclosure,N,0.9988,0.9985,1202.5735,13138.1229
