layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,6.28338,3.36266,2.92073,1.6043,7.2022,0.0000,0.5595,0.07031,0.4714
1,12,7.53145,4.06146,3.47000,2.0360,7.0725,0.0000,0.5958,0.06637,0.3727
2,12,7.25377,4.67191,2.58186,2.0158,6.7821,0.0000,0.6619,0.03865,0.0000
3,12,9.49796,6.15089,3.34707,1.9925,6.4962,0.0000,0.7142,0.03103,0.0000
4,12,7.76015,5.24791,2.51224,2.2186,6.4938,0.0000,0.7126,0.02944,0.0000
5,12,9.82396,6.51685,3.30712,2.2748,6.5090,0.0000,0.7258,0.02411,0.0000
