layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,5.61202,3.23007,2.38195,1.7668,7.2804,0.0000,0.5345,0.06694,0.2764
1,12,6.89134,3.71148,3.17986,1.3229,6.9648,0.0000,0.6152,0.05145,0.3727
2,12,8.58964,3.92444,4.66520,1.0668,7.1272,0.0000,0.5807,0.06441,0.4714
3,12,6.24079,3.32172,2.91907,1.3199,7.0921,0.0000,0.5960,0.05503,0.4330
4,12,8.00883,4.08298,3.92585,1.1184,6.8073,0.0000,0.6556,0.03748,0.4714
5,12,9.08385,4.59539,4.48846,1.0685,6.6354,0.0000,0.6957,0.03102,0.4930
6,12,8.81773,4.21761,4.60012,0.9435,6.8227,0.0000,0.6595,0.03952,0.4714
7,12,9.26986,4.76260,4.50726,1.1177,6.6345,0.0000,0.6918,0.03179,0.4330
8,12,8.41633,4.36402,4.05231,1.1688,6.6080,0.0000,0.6916,0.03018,0.4714
9,12,7.06799,3.94779,3.12020,1.3960,6.8039,0.0000,0.6493,0.04095,0.2764
10,12,13.54994,7.65411,5.89583,1.4892,6.7335,0.0000,0.6711,0.04788,0.2764
11,12,13.10853,9.06714,4.04139,2.4021,6.4309,0.0000,0.7376,0.02121,0.0000
