i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,boat,verb,N,0.7389,0.7229,2.5712,0.2308
0,2,boat,boat,Y,0.8540,0.8483,0.2184,10.5138
0,3,boat,verb,N,0.6577,0.6417,0.2297,21.8496
1,2,verb,boat,N,0.6191,0.5936,2.7896,10.2831
1,3,verb,verb,Y,0.8083,0.7911,2.3416,21.6189
2,3,boat,verb,N,0.5867,0.5622,0.4480,11.3358
