sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
bird,2,51206.5591,1622.1932,49584.3659,6.6147,0.8640,0.0327
machine,2,61054.6025,1960.4241,59094.1784,6.4989,0.8733,0.0332
