anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
bark,sym4,sound,2,0.10,0.9998,33.703,0.3125,1.000
bark,sym4,sound,2,0.20,0.9982,24.575,0.8818,1.000
bark,sym4,sound,2,0.30,0.9935,18.863,1.7016,1.000
bark,sym4,sound,2,0.40,0.9839,14.973,2.6657,1.000
bark,sym4,sound,2,0.50,0.9675,11.957,3.7691,1.000
bark,sym4,tree,2,0.10,0.9997,32.192,0.3555,1.000
bark,sym4,tree,2,0.20,0.9974,22.944,1.0293,1.000
bark,sym4,tree,2,0.30,0.9918,17.866,1.8450,1.000
bark,sym4,tree,2,0.40,0.9820,14.483,2.7233,1.000
bark,sym4,tree,2,0.50,0.9640,11.509,3.8355,1.000
