i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,stone,genre,N,0.5115,0.4998,0.9208,16.9168
0,2,stone,stone,Y,0.7622,0.7536,4.2519,13.7704
0,3,stone,genre,N,0.5622,0.5439,3.7695,17.2325
1,2,genre,stone,N,0.5623,0.5442,5.1727,30.6872
1,3,genre,genre,Y,0.6719,0.6609,4.6903,34.1493
2,3,stone,genre,N,0.5350,0.5190,0.4824,3.4620
