layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,3.70535,2.03803,1.66732,1.7728,7.2331,0.0000,0.5484,0.06348,0.4930
1,12,5.74068,2.62688,3.11380,1.1457,6.8743,0.0000,0.6403,0.04781,0.4930
2,12,6.83195,2.84901,3.98293,0.8926,6.9227,0.0000,0.6327,0.04818,0.4714
3,12,4.91514,2.40324,2.51190,1.1271,7.0746,0.0000,0.5975,0.05541,0.5000
4,12,6.95314,2.77567,4.17747,0.7244,6.7700,0.0000,0.6641,0.04344,0.2764
5,12,8.89082,3.49529,5.39552,0.6820,6.3778,0.0000,0.7399,0.02568,0.0000
6,12,8.18109,3.20888,4.97221,0.6674,6.6514,0.0000,0.6953,0.03614,0.0000
7,12,8.51526,3.56248,4.95277,0.8614,6.5231,0.0000,0.7166,0.02896,0.2764
8,12,7.46736,3.08273,4.38463,0.8240,6.6296,0.0000,0.6878,0.03581,0.4714
9,12,6.62095,3.04718,3.57378,1.0347,6.6660,0.0000,0.6814,0.04120,0.4330
10,12,8.83955,4.85368,3.98587,1.3173,6.8813,0.0000,0.6484,0.04862,0.2764
11,12,7.87169,4.15740,3.71429,1.1429,6.8420,0.0000,0.6585,0.04436,0.0000
