layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.39988,2.76146,1.63842,2.5706,7.1718,0.0000,0.5705,0.04991,0.0000
1,12,6.18899,3.93425,2.25474,2.3673,6.8969,0.0000,0.6312,0.04317,0.2764
2,12,8.31383,4.51360,3.80024,1.7099,6.9302,0.0000,0.6276,0.05506,0.3727
3,12,5.82128,3.43879,2.38248,2.0454,7.0884,0.0000,0.5936,0.05965,0.3727
4,12,7.18120,4.24223,2.93897,1.5796,6.9522,0.0000,0.6222,0.05445,0.2764
5,12,8.39274,4.98110,3.41164,1.5502,6.7843,0.0000,0.6623,0.04637,0.2764
6,12,8.17124,4.88716,3.28408,1.5681,6.8023,0.0000,0.6617,0.04319,0.0000
7,12,8.82977,5.34844,3.48133,1.6488,6.7324,0.0000,0.6706,0.04414,0.2764
8,12,7.72664,5.04622,2.68042,1.9751,6.7120,0.0000,0.6712,0.03922,0.0000
9,12,6.86902,4.43282,2.43620,1.9845,6.8171,0.0000,0.6482,0.04857,0.0000
10,12,12.36451,6.61869,5.74582,1.2987,6.7408,0.0000,0.6788,0.04552,0.2764
11,12,15.95979,7.94215,8.01764,1.0488,6.5042,0.0000,0.7234,0.03377,0.4930
