sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
enclosure,2,112.1411,7.0830,98.2812,9.5253,0.4362,0.0727
writing,2,125.7028,8.3887,109.6857,9.5221,0.4338,0.0764
