i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,writing,enclosure,N,0.4290,0.4299,0.4635,2.2755
0,2,writing,writing,Y,0.5183,0.5172,1.2448,6.4829
0,3,writing,enclosure,N,0.3178,0.3023,0.9032,18.6014
1,2,enclosure,writing,N,0.6766,0.6470,1.7083,4.2075
1,3,enclosure,enclosure,Y,0.7507,0.7346,0.4397,20.8769
2,3,writing,enclosure,N,0.5946,0.5581,2.1480,25.0843
