layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,10.97123,8.84673,2.12450,3.8797,6.2138,1.7265,0.7669,0.00000,1.1055
1,12,8.84032,7.03235,1.80798,3.9459,6.0132,1.7176,0.7930,0.00000,0.0000
2,12,8.80888,7.06952,1.73936,4.0714,6.0563,1.7439,0.7811,0.00000,0.0000
3,12,10.35769,8.20186,2.15583,3.9401,5.9273,1.7320,0.7976,0.00000,0.0000
4,12,11.65093,9.46686,2.18408,4.4211,5.8267,1.6757,0.8090,0.00000,0.0000
5,12,11.53255,9.25263,2.27992,4.0839,5.5757,1.7009,0.8351,0.00000,0.0000
6,12,11.33326,9.12868,2.20458,4.2033,5.4840,1.6928,0.8388,0.00000,0.0000
7,12,12.17116,9.77848,2.39269,4.1367,5.3661,1.6817,0.8540,0.00000,0.0000
8,12,11.68942,9.30572,2.38370,3.9283,5.4147,1.7021,0.8472,0.00000,0.0000
9,12,12.86374,10.36965,2.49409,4.1465,5.0823,1.6777,0.8726,0.00000,0.0000
10,12,12.91942,10.44110,2.47832,4.2278,5.1314,1.6702,0.8717,0.00000,0.0000
11,12,11.21516,8.71471,2.50046,3.4494,5.4614,1.7434,0.8364,0.00000,1.1055
