li,hi,lj,hj,cosine,wavelet,energy_profile,pearson,emd
0,0,0,0,1.0000,1.0000,1.0000,1.0000,0.0000
0,0,0,1,0.2921,0.4860,0.9143,0.1861,0.0640
0,0,0,2,0.8987,0.9420,0.9929,0.8717,0.0068
0,0,0,3,0.4506,0.5087,0.9654,0.3583,0.0464
0,0,0,4,0.6604,0.6701,0.9560,0.5966,0.0301
0,0,0,5,0.4105,0.5350,0.9149,0.3091,0.0409
0,0,0,6,0.9288,0.9442,0.9996,0.9104,0.0102
0,0,0,7,0.7874,0.8534,0.9927,0.7281,0.0118
0,0,0,8,0.6220,0.8083,0.9997,0.5130,0.0127
0,0,0,9,0.8922,0.9160,0.9544,0.8617,0.0167
0,0,0,10,0.8703,0.9009,0.9749,0.8329,0.0161
0,0,0,11,0.8866,0.9200,0.9738,0.8545,0.0138
0,0,1,0,0.8520,0.8937,0.9998,0.8126,0.0092
0,0,1,1,0.8452,0.8965,0.9996,0.8076,0.0077
0,0,1,2,0.8400,0.8972,1.0000,0.7974,0.0129
0,0,1,3,0.8673,0.8758,0.9874,0.8325,0.0183
0,0,1,4,0.9004,0.9150,0.9972,0.8761,0.0184
0,0,1,5,0.8605,0.9116,0.9971,0.8266,0.0128
0,0,1,6,0.9318,0.9420,0.9998,0.9149,0.0096
0,0,1,7,0.8857,0.9025,0.9995,0.8609,0.0201
0,0,1,8,0.8744,0.9087,0.9783,0.8421,0.0106
0,0,1,9,0.8575,0.8806,0.9879,0.8285,0.0231
0,0,1,10,0.5140,0.7004,0.9804,0.3746,0.0174
0,0,1,11,0.5389,0.5885,0.9497,0.4535,0.0349
0,0,2,0,0.8883,0.9149,0.9958,0.8604,0.0086
0,0,2,1,0.8244,0.8358,0.9997,0.7966,0.0404
0,0,2,2,0.6097,0.7496,0.9990,0.5273,0.0271
0,0,2,3,0.7475,0.7972,0.9998,0.6859,0.0104
0,0,2,4,0.8003,0.8661,0.9972,0.7515,0.0156
0,0,2,5,0.7227,0.8314,0.9998,0.6546,0.0083
0,0,2,6,0.8423,0.8840,1.0000,0.8123,0.0260
0,0,2,7,0.8448,0.8820,0.9929,0.7999,0.0161
0,0,2,8,0.7283,0.8050,1.0000,0.6651,0.0119
