anchor,wavelet,n,n_senses,inter_cos,cross_cos,delta_cos,inter_wav,cross_wav,delta_wav,inter_dLow,cross_dLow,inter_dHigh,cross_dHigh
mouse,sym4,4,2,0.7304,0.5426,0.1879,0.7197,0.5302,0.1894,4.0961,7.0314,36.0118,27.7159
