i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,boat,verb,N,0.7389,0.7229,0.2273,1.6011
0,2,boat,boat,Y,0.8540,0.8483,0.7964,13.4546
0,3,boat,verb,N,0.6577,0.6417,0.5405,24.6282
1,2,verb,boat,N,0.6191,0.5936,0.5691,11.8535
1,3,verb,verb,Y,0.8083,0.7911,0.7678,23.0271
2,3,boat,verb,N,0.5867,0.5622,1.3369,11.1736
