sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
boat,2,127.2077,3.7387,123.4690,9.5295,0.4354,0.0305
verb,2,120.2656,3.1839,117.0817,9.5511,0.4228,0.0271
