layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.36370,3.85859,0.50511,20.9230,6.9381,1.3025,0.6006,0.05667,1.9720
1,12,7.60127,6.51803,1.08323,6.7177,6.3475,1.4892,0.7298,0.02977,1.1055
2,12,9.11918,7.99808,1.12110,7.2679,6.4576,1.4226,0.7185,0.03209,0.0000
3,12,6.19696,5.42713,0.76983,7.8131,6.7733,1.3889,0.6683,0.03467,0.0000
4,12,7.66610,6.52204,1.14406,6.6147,6.4914,1.4946,0.7182,0.02971,1.1055
5,12,8.85229,7.56200,1.29029,6.0472,6.3831,1.5025,0.7376,0.02363,0.0000
6,12,9.15763,7.76402,1.39361,5.6677,6.3348,1.5135,0.7477,0.02170,0.0000
7,12,8.85247,7.31443,1.53803,6.4452,6.3455,1.5185,0.7369,0.02568,0.0000
8,12,7.75822,6.50188,1.25633,6.1283,6.3546,1.5254,0.7317,0.02863,0.0000
9,12,6.16959,5.32675,0.84284,8.0123,6.6837,1.4241,0.6762,0.04235,0.0000
10,12,9.68695,8.04215,1.64481,4.9716,6.0493,1.5830,0.7780,0.02215,0.0000
11,12,10.88137,8.96507,1.91629,4.7268,5.6173,1.6095,0.8243,0.01800,0.0000
