layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,11.03558,8.89019,2.14538,3.7790,6.3151,1.7324,0.7478,0.00000,1.7321
1,12,8.65486,6.90234,1.75251,4.0047,6.1020,1.7304,0.7795,0.00000,0.0000
2,12,8.90427,7.20307,1.70120,4.2509,6.2180,1.7283,0.7589,0.00000,0.0000
3,12,10.84634,8.86924,1.97710,4.6545,6.0502,1.6684,0.7778,0.00000,0.0000
4,12,11.70341,9.62229,2.08112,4.6905,5.8555,1.6460,0.8056,0.00000,0.0000
5,12,11.53291,9.30863,2.22428,4.2285,5.5210,1.6743,0.8358,0.00000,0.0000
6,12,10.78533,8.55818,2.22715,3.9110,5.5222,1.7137,0.8352,0.00000,0.0000
7,12,12.38671,9.87230,2.51441,3.9040,5.1672,1.6999,0.8687,0.00000,0.0000
8,12,11.09133,8.84417,2.24716,3.9800,5.5267,1.6973,0.8398,0.00000,0.0000
9,12,12.48977,9.99625,2.49352,3.9646,5.1607,1.6899,0.8651,0.00000,0.0000
10,12,12.65375,10.17654,2.47720,4.1428,5.2434,1.6643,0.8610,0.00000,0.0000
11,12,11.65608,9.07054,2.58553,3.4826,5.4341,1.7212,0.8412,0.00000,1.1055
