layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,6.75621,3.13337,3.62284,1.0986,7.1960,0.0000,0.5633,0.06429,0.5000
1,12,7.28558,3.32428,3.96131,1.1325,7.0582,0.0000,0.6046,0.05605,0.5000
2,12,7.22405,3.76175,3.46230,1.1916,6.8462,0.0000,0.6489,0.03957,0.4714
3,12,8.73784,4.45702,4.28082,1.1177,6.6708,0.0000,0.6831,0.03442,0.4714
4,12,7.34018,3.86658,3.47360,1.2352,6.6330,0.0000,0.6884,0.03151,0.4330
5,12,9.32585,6.44915,2.87670,2.4779,6.6484,0.0000,0.6971,0.02814,0.0000
