i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,sound,tree,N,0.4706,0.4710,0.1514,18.4717
0,2,sound,sound,Y,0.6678,0.6653,2.7167,15.4968
0,3,sound,tree,N,0.3896,0.3865,1.5501,3.8116
1,2,tree,sound,N,0.5783,0.5712,2.8681,33.9685
1,3,tree,tree,Y,0.7473,0.7459,1.3987,22.2833
2,3,sound,tree,N,0.4371,0.4352,4.2668,11.6852
