anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
bark,db4,sound,2,0.10,1.0000,60.273,0.2155,1.000
bark,db4,sound,2,0.20,1.0000,51.300,0.6040,1.000
bark,db4,sound,2,0.30,1.0000,46.014,1.1142,1.000
bark,db4,sound,2,0.40,1.0000,41.518,1.8664,1.000
bark,db4,sound,2,0.50,0.9999,38.044,2.7804,1.000
bark,db4,tree,2,0.10,1.0000,59.723,0.2346,1.000
bark,db4,tree,2,0.20,1.0000,50.379,0.6833,1.000
bark,db4,tree,2,0.30,1.0000,44.930,1.2752,1.000
bark,db4,tree,2,0.40,1.0000,40.875,2.0264,1.000
bark,db4,tree,2,0.50,0.9999,37.461,2.9963,1.000
