layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,6.28338,3.42031,2.86307,1.6873,7.2039,0.0000,0.5578,0.07451,0.4714
1,12,7.53145,4.12465,3.40681,2.1461,7.0729,0.0000,0.5950,0.06581,0.3727
2,12,7.25377,4.74619,2.50758,2.1300,6.8100,0.0000,0.6548,0.04244,0.0000
3,12,9.49796,6.25827,3.23970,2.1125,6.5402,0.0000,0.7040,0.03469,0.0000
4,12,7.76015,5.33955,2.42060,2.3428,6.5401,0.0000,0.7023,0.02960,0.0000
5,12,9.82396,6.51665,3.30732,2.2711,6.4859,0.0000,0.7283,0.02586,0.0000
