anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
bark,sym4,sound,2,0.10,1.0000,60.452,0.2106,1.000
bark,sym4,sound,2,0.20,1.0000,50.884,0.6332,1.000
bark,sym4,sound,2,0.30,1.0000,45.462,1.1826,1.000
bark,sym4,sound,2,0.40,1.0000,41.604,1.8444,1.000
bark,sym4,sound,2,0.50,0.9999,38.352,2.6811,1.000
bark,sym4,tree,2,0.10,1.0000,58.630,0.2665,1.000
bark,sym4,tree,2,0.20,1.0000,50.119,0.6993,1.000
bark,sym4,tree,2,0.30,1.0000,44.392,1.3531,1.000
bark,sym4,tree,2,0.40,1.0000,40.508,2.1148,1.000
bark,sym4,tree,2,0.50,0.9999,37.355,3.0388,1.000
