sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
money,3,139.1248,4.5609,134.5639,9.5330,0.4347,0.0339
river,3,139.3082,5.2305,134.0777,9.5549,0.4234,0.0377
