sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
correspond,2,288.9316,8.3044,280.6271,9.5657,0.4250,0.0286
firestick,1,343.8248,12.9673,330.8575,9.5687,0.4255,0.0392
game,2,257.0428,9.2886,247.7541,9.5710,0.4202,0.0390
