li,hi,lj,hj,cosine,wavelet,energy_profile,pearson,emd
0,0,0,0,1.0000,1.0000,1.0000,1.0000,0.0000
0,0,0,1,0.4551,0.6744,0.8028,0.0312,0.0334
0,0,0,2,0.3341,0.5802,0.7679,0.1140,0.0920
0,0,0,3,0.4065,0.5609,0.9211,0.1199,0.0703
0,0,0,4,0.6591,0.7967,0.9543,0.3106,0.0165
0,0,0,5,0.5429,0.6642,0.8311,0.2520,0.0405
0,0,0,6,0.6132,0.7545,0.8958,0.1391,0.0193
0,0,0,7,0.7100,0.7650,0.7906,0.6280,0.0437
0,0,0,8,0.4630,0.6294,0.9886,0.0281,0.0414
0,0,0,9,0.6225,0.7084,0.8670,0.5249,0.0608
0,0,0,10,0.3135,0.5647,0.7242,0.0540,0.0874
0,0,0,11,0.5715,0.6881,0.8702,0.3183,0.0469
0,0,1,0,0.2392,0.4863,0.6866,0.0122,0.1123
0,0,1,1,0.5412,0.6406,0.8120,0.3551,0.0637
0,0,1,2,0.6665,0.7317,0.9158,0.5643,0.0649
0,0,1,3,0.6499,0.7778,0.9336,0.4244,0.0345
0,0,1,4,0.6191,0.7190,0.8848,0.5090,0.0574
0,0,1,5,0.6682,0.8188,0.9631,0.4073,0.0334
0,0,1,6,0.3812,0.5863,0.8845,-0.0183,0.0488
0,0,1,7,0.7233,0.8155,0.9859,0.4967,0.0240
0,0,1,8,0.5520,0.7342,0.8453,0.3453,0.0476
0,0,1,9,0.2495,0.4862,0.6928,0.0235,0.1092
0,0,1,10,0.6032,0.7226,0.8500,0.4683,0.0570
0,0,1,11,0.6015,0.7364,0.9201,0.3589,0.0453
0,0,2,0,0.4086,0.5394,0.8823,0.1344,0.0684
0,0,2,1,0.5468,0.7343,0.9675,0.0599,0.0231
0,0,2,2,0.4240,0.5481,0.9168,0.1737,0.0643
0,0,2,3,0.3361,0.4252,0.8748,0.1457,0.0984
0,0,2,4,0.4901,0.5729,0.8736,0.1808,0.0446
0,0,2,5,0.4342,0.5691,0.8098,0.2189,0.0705
