sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
enclosure,2,112.1411,6.2122,100.6158,9.5222,0.4327,0.0619
writing,2,125.7028,7.6582,112.6752,9.5096,0.4371,0.0680
