i,j,sense_i,sense_j,same_sense,cosine,wavelet,dE_low,dE_high
0,1,writing,enclosure,N,0.4290,0.4299,0.6281,1.9430
0,2,writing,writing,Y,0.5183,0.5172,0.5092,6.3606
0,3,writing,enclosure,N,0.3178,0.3023,1.7546,19.7012
1,2,enclosure,writing,N,0.6766,0.6470,1.1374,4.4176
1,3,enclosure,enclosure,Y,0.7507,0.7346,1.1264,21.6442
2,3,writing,enclosure,N,0.5946,0.5581,2.2638,26.0618
