sense,n_examples,E_total,E_low,E_high,entropy,gini,E_low/high
boat,2,219.6971,12.8662,191.6247,9.5355,0.4351,0.0669
verb,2,222.0178,12.3103,191.9625,9.5508,0.4287,0.0642
