layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,6.56049,3.15403,3.40647,1.2880,7.1322,0.0000,0.5821,0.05463,0.5000
1,12,7.57600,3.45130,4.12469,1.1229,6.9626,0.0000,0.6295,0.04594,0.4930
2,12,7.70328,3.83668,3.86660,1.0688,6.7952,0.0000,0.6606,0.03570,0.4930
3,12,8.69074,4.34909,4.34165,1.0537,6.6714,0.0000,0.6867,0.03180,0.5000
4,12,7.51318,3.96553,3.54765,1.1797,6.6473,0.0000,0.6848,0.03550,0.4330
5,12,9.32535,5.97658,3.34877,2.0036,6.7670,0.0000,0.6718,0.04139,0.0000
