layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,11.36156,5.90393,5.45762,1.4992,6.6936,0.0000,0.6903,0.03188,0.4330
1,12,8.93749,4.32907,4.60842,1.0091,6.5182,0.0000,0.7219,0.02074,0.4714
2,12,8.95350,4.49623,4.45727,1.1480,6.6641,0.0000,0.6888,0.02878,0.5000
3,12,10.69311,4.63746,6.05565,0.8507,6.4988,0.0000,0.7154,0.02652,0.4330
4,12,11.75920,5.02506,6.73415,0.8627,6.4274,0.0000,0.7269,0.03043,0.4714
5,12,12.02611,4.71788,7.30822,0.7069,6.0877,0.0000,0.7806,0.01495,0.2764
6,12,11.04334,4.65421,6.38913,0.8131,6.1010,0.0000,0.7809,0.01456,0.4330
7,12,12.15630,4.76473,7.39157,0.6822,5.9734,0.0000,0.7978,0.01244,0.2764
8,12,11.11336,4.62901,6.48435,0.7485,6.1110,0.0000,0.7794,0.01473,0.2764
9,12,12.70792,5.16916,7.53876,0.7298,5.8610,0.0000,0.8138,0.00884,0.3727
10,12,13.14688,5.13132,8.01556,0.6571,5.7756,0.0000,0.8256,0.00784,0.0000
11,12,11.73581,4.98983,6.74598,0.9250,5.9838,0.0000,0.7922,0.01433,0.3727
