layer,n_heads,E_total,E_low,E_high,E_ratio_LH,shannon,spec_entropy,gini,rec_err_30pct,std_dom_level
0,12,4.64769,2.93651,1.71117,2.3223,7.2088,0.0000,0.5546,0.06050,0.0000
1,12,5.97139,3.81521,2.15618,2.2434,6.9641,0.0000,0.6149,0.05047,0.2764
2,12,7.64074,4.18759,3.45315,1.8027,7.0317,0.0000,0.6022,0.06195,0.3727
3,12,5.42463,3.43552,1.98911,2.2700,7.0926,0.0000,0.5914,0.06140,0.0000
4,12,7.38476,4.59922,2.78553,1.7274,6.8867,0.0000,0.6373,0.04848,0.2764
5,12,8.59970,5.39475,3.20496,1.7580,6.7426,0.0000,0.6690,0.04223,0.0000
6,12,8.41059,5.06332,3.34727,1.6246,6.8516,0.0000,0.6536,0.04719,0.0000
7,12,9.27364,5.85684,3.41680,1.7261,6.6286,0.0000,0.6907,0.03561,0.0000
8,12,7.57606,5.04022,2.53585,2.2526,6.7923,0.0000,0.6525,0.04229,0.0000
9,12,6.76561,4.55924,2.20637,2.2725,6.7742,0.0000,0.6533,0.04312,0.0000
10,12,10.80596,6.34862,4.45734,1.8548,6.7526,0.0000,0.6723,0.04496,0.0000
11,12,8.89493,7.14743,1.74750,4.2916,6.3475,0.0000,0.7411,0.02127,0.0000
