anchor,wavelet,sense,n,ratio,cos,snr_db,drift,inv_swap_rate
light,db4,illumination,2,0.10,0.9998,34.793,0.2481,1.000
light,db4,illumination,2,0.20,0.9986,25.562,0.7199,1.000
light,db4,illumination,2,0.30,0.9944,19.543,1.4422,1.000
light,db4,illumination,2,0.40,0.9859,15.541,2.2861,1.000
light,db4,illumination,2,0.50,0.9703,12.341,3.3034,1.000
light,db4,weight,2,0.10,0.9998,33.375,0.3122,1.000
light,db4,weight,2,0.20,0.9982,24.477,0.8699,1.000
light,db4,weight,2,0.30,0.9943,19.418,1.5588,1.000
light,db4,weight,2,0.40,0.9852,15.324,2.4961,1.000
light,db4,weight,2,0.50,0.9695,12.214,3.5701,1.000
